_metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,config/batch,config/drop,config/epoch,config/linear,config/lr
1.706340194,0.021995068,FALSE,,,3000,1aca8_00131,39cfd9ccd3ba45639b66e815eba1ef7c,2022-04-09_13-50-51,1649526651,115.5087512,14176,DESKTOP-IMPI4GQ,127.0.0.1,115.5087512,0,3000,2048,0.5,3000,80,0.005
1.706439376,0.014993429,FALSE,,,3000,1aca8_00151,a4aef402e80d4226a7aa8902d9f14dd7,2022-04-09_13-57-34,1649527054,58.96190977,13920,DESKTOP-IMPI4GQ,127.0.0.1,58.96190977,0,3000,2048,0.3,3000,40,0.01
1.707419753,0.040984869,FALSE,,,2000,1aca8_00002,9a785312ed2b46c7aa7e5fd97476f615,2022-04-09_13-05-17,1649523917,50.04185176,10740,DESKTOP-IMPI4GQ,127.0.0.1,50.04185176,0,2000,1024,0.4,2000,40,0.001
1.707677245,0.024988651,FALSE,,,2000,1aca8_00053,3848e0fa82ec44d8b60290acd07604aa,2022-04-09_13-22-51,1649524971,49.89882684,3196,DESKTOP-IMPI4GQ,127.0.0.1,49.89882684,0,2000,2048,0.5,2000,40,0.002
1.708395481,0.045987844,FALSE,,,2000,1aca8_00098,e5c974e3b8b346bb998d232dbdde44fe,2022-04-09_13-39-04,1649525944,51.0134871,4728,DESKTOP-IMPI4GQ,127.0.0.1,51.0134871,0,2000,1024,0.4,2000,40,0.005
1.709180474,0.015994549,FALSE,,,2000,1aca8_00125,00b6309b68744a9b8c59b8d7218d2a2d,2022-04-09_13-47-09,1649526429,61.44510221,9956,DESKTOP-IMPI4GQ,127.0.0.1,61.44510221,0,2000,2048,0.5,2000,80,0.005
1.709547162,0.011997223,FALSE,,,3000,1aca8_00056,651672ad83a844da82694ffaeff0c68b,2022-04-09_13-24-12,1649525052,74.99626231,13240,DESKTOP-IMPI4GQ,127.0.0.1,74.99626231,0,3000,1024,0.4,3000,40,0.002
1.711081624,0.027994633,FALSE,,,3000,1aca8_00046,bc39a158a60a49218696f4eb5d6a8028,2022-04-09_13-21-55,1649524915,106.1336257,14300,DESKTOP-IMPI4GQ,127.0.0.1,106.1336257,0,3000,1024,0.5,3000,100,0.001
1.711429477,0.028990269,FALSE,,,3000,1aca8_00105,aadaa519e00e4436898503f653ff768c,2022-04-09_13-41-04,1649526064,77.57988167,12688,DESKTOP-IMPI4GQ,127.0.0.1,77.57988167,0,3000,2048,0.4,3000,40,0.005
1.711604476,0.095969915,FALSE,,,2000,1aca8_00028,e7a9f2198b134cda90ea627f74aacc84,2022-04-09_13-13-41,1649524421,71.05855966,11696,DESKTOP-IMPI4GQ,127.0.0.1,71.05855966,0,2000,1024,0.5,2000,80,0.001
1.711784244,0.010996819,FALSE,,,2000,1aca8_00147,bb25fd4353544d128e76c332b0e5c8ef,2022-04-09_13-56-13,1649526973,52.91186929,2152,DESKTOP-IMPI4GQ,127.0.0.1,52.91186929,0,2000,2048,0.4,2000,40,0.01
1.711882949,0.023992062,FALSE,,,2000,1aca8_00097,a0760ec5c59f48ca920ef3673a32c3c2,2022-04-09_13-38-06,1649525886,52.95985293,14272,DESKTOP-IMPI4GQ,127.0.0.1,52.95985293,0,2000,2048,0.3,2000,40,0.005
1.712616086,0.013994932,FALSE,,,3000,1aca8_00153,fae407f35028494280264dd68cafb2b8,2022-04-09_13-58-40,1649527120,74.54786277,9232,DESKTOP-IMPI4GQ,127.0.0.1,74.54786277,0,3000,2048,0.4,3000,40,0.01
1.713275433,0.022989988,FALSE,,,2000,1aca8_00158,75c0b40eae4e4b5fb469e89f30872ed9,2022-04-09_13-59-50,1649527190,56.86359048,3284,DESKTOP-IMPI4GQ,127.0.0.1,56.86359048,0,2000,1024,0.4,2000,60,0.01
1.714059472,0.018994093,FALSE,,,2000,1aca8_00146,8ff89d6956e6401a823c60c32d6408f5,2022-04-09_13-56-12,1649526972,54.52734733,1728,DESKTOP-IMPI4GQ,127.0.0.1,54.52734733,0,2000,1024,0.4,2000,40,0.01
1.715426087,0.010995865,FALSE,,,2000,1aca8_00004,d5f9761e1a2a44aa9af65c32edb2253b,2022-04-09_13-06-13,1649523973,53.10740256,15256,DESKTOP-IMPI4GQ,127.0.0.1,53.10740256,0,2000,1024,0.5,2000,40,0.001
1.716504812,0.051982641,FALSE,,,2000,1aca8_00016,73a0d03658b34c49ab6b116e53035a4e,2022-04-09_13-09-51,1649524191,62.09210134,5972,DESKTOP-IMPI4GQ,127.0.0.1,62.09210134,0,2000,1024,0.5,2000,60,0.001
1.717173576,0.014996052,FALSE,,,2000,1aca8_00001,589b60cd328b4b1b82d31f6ab8a9b45d,2022-04-09_13-05-17,1649523917,50.95055962,1952,DESKTOP-IMPI4GQ,127.0.0.1,50.95055962,0,2000,2048,0.3,2000,40,0.001
1.717826128,0.013991594,FALSE,,,3000,1aca8_00023,818a66e2ac2342fcb83aeb4882a1b68d,2022-04-09_13-12-03,1649524323,78.76439428,10444,DESKTOP-IMPI4GQ,127.0.0.1,78.76439428,0,3000,2048,0.5,3000,60,0.001
1.718041182,0.027992725,FALSE,,,3000,1aca8_00033,cdf27c1e0c2845ebb8f7dc97c70446bf,2022-04-09_13-15-36,1649524536,100.3644063,13012,DESKTOP-IMPI4GQ,127.0.0.1,100.3644063,0,3000,2048,0.4,3000,80,0.001
1.718195558,0.026993513,FALSE,,,2000,1aca8_00144,2f32087c6f6247248d7bcd0928732e74,2022-04-09_13-55-12,1649526912,55.98087859,4740,DESKTOP-IMPI4GQ,127.0.0.1,55.98087859,0,2000,1024,0.3,2000,40,0.01
1.718798399,0.032987118,FALSE,,,2000,1aca8_00184,5dcf54c1d6bd44fc833f0c2dd7e7416f,2022-04-09_14-09-02,1649527742,72.34357786,1004,DESKTOP-IMPI4GQ,127.0.0.1,72.34357786,0,2000,1024,0.5,2000,100,0.01
1.719113111,0.026995182,FALSE,,,2000,1aca8_00017,11efc3e838c9478b8760144331415960,2022-04-09_13-09-53,1649524193,55.8251493,1336,DESKTOP-IMPI4GQ,127.0.0.1,55.8251493,0,2000,2048,0.5,2000,60,0.001
1.719869256,0.043987036,FALSE,,,3000,1aca8_00057,3a18ccd79a5d4a90a198e9ba86340405,2022-04-09_13-24-12,1649525052,73.1728518,4508,DESKTOP-IMPI4GQ,127.0.0.1,73.1728518,0,3000,2048,0.4,3000,40,0.002
1.720080256,0.021992445,FALSE,,,3000,1aca8_00094,83a3a9a97ae646fba8c5af56e21396b4,2022-04-09_13-38-42,1649525922,105.6647885,14384,DESKTOP-IMPI4GQ,127.0.0.1,105.6647885,0,3000,1024,0.5,3000,100,0.002
1.720283031,0.040987015,FALSE,,,2000,1aca8_00015,81c882582e844f66901a2c9c589b4f9c,2022-04-09_13-08-58,1649524138,48.98830628,14132,DESKTOP-IMPI4GQ,127.0.0.1,48.98830628,0,2000,2048,0.4,2000,60,0.001
1.721879721,0.019991398,FALSE,,,3000,1aca8_00167,433bfb1f5cf445a594b8973a62bdfe23,2022-04-09_14-02-59,1649527379,81.64356637,10516,DESKTOP-IMPI4GQ,127.0.0.1,81.64356637,0,3000,2048,0.5,3000,60,0.01
1.722267151,0.014995337,FALSE,,,2000,1aca8_00052,0a1804344e71409eac2606c742fc3f6b,2022-04-09_13-22-51,1649524971,50.47923422,10780,DESKTOP-IMPI4GQ,127.0.0.1,50.47923422,0,2000,1024,0.5,2000,40,0.002
1.722566247,0.027989626,FALSE,,,2000,1aca8_00027,9696a7cf343f41f2bd38a66b7bbd4ea6,2022-04-09_13-13-28,1649524408,66.00264335,5820,DESKTOP-IMPI4GQ,127.0.0.1,66.00264335,0,2000,2048,0.4,2000,80,0.001
1.723535895,0.026993752,FALSE,,,2000,1aca8_00029,7ff59834468d4e83b0fb4b821dcff221,2022-04-09_13-13-49,1649524429,64.34256649,5184,DESKTOP-IMPI4GQ,127.0.0.1,64.34256649,0,2000,2048,0.5,2000,80,0.001
1.723541617,0.024991989,FALSE,,,3000,1aca8_00070,b78f5fa1a53e4fbda1c1db0b7f52c562,2022-04-09_13-29-00,1649525340,97.86099172,4316,DESKTOP-IMPI4GQ,127.0.0.1,97.86099172,0,3000,1024,0.5,3000,60,0.002
1.723632097,0.021995068,FALSE,,,3000,1aca8_00034,eec521b19e3f4390aea9d9e94031086c,2022-04-09_13-16-49,1649524609,97.71673608,15012,DESKTOP-IMPI4GQ,127.0.0.1,97.71673608,0,3000,1024,0.5,3000,80,0.001
1.725147724,0.013998508,FALSE,,,2000,1aca8_00161,95465ecc370647248e83370371d026bb,2022-04-09_14-00-39,1649527239,52.57797956,14956,DESKTOP-IMPI4GQ,127.0.0.1,52.57797956,0,2000,2048,0.5,2000,60,0.01
1.725426435,0.027990103,FALSE,,,2000,1aca8_00185,db6bdb17feb84e03820578c2a0628265,2022-04-09_14-09-02,1649527742,72.42555118,7664,DESKTOP-IMPI4GQ,127.0.0.1,72.42555118,0,2000,2048,0.5,2000,100,0.01
1.725607753,0.028992176,FALSE,,,3000,1aca8_00179,219ad5519c4e4beb8d407cd12fab3476,2022-04-09_14-07-43,1649527663,95.84106493,12144,DESKTOP-IMPI4GQ,127.0.0.1,95.84106493,0,3000,2048,0.5,3000,80,0.01
1.72644043,0.015995741,FALSE,,,2000,1aca8_00145,4cdb4a5491204663b6b525b10f19d2e7,2022-04-09_13-55-10,1649526910,53.4277029,1896,DESKTOP-IMPI4GQ,127.0.0.1,53.4277029,0,2000,2048,0.3,2000,40,0.01
