_metric,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,config/batch,config/drop,config/epoch,config/linear,config/lr
1.740983009,0.01899004,FALSE,,,3000,1aca8_00177,f2ef515fa1184545a3e5864816146ead,2022-04-09_14-06-05,1649527565,95.85796452,8908,DESKTOP-IMPI4GQ,127.0.0.1,95.85796452,0,3000,2048,0.4,3000,80,0.01
1.741217375,0.020990372,FALSE,,,3000,1aca8_00164,08d7eda2746444418cb632f2cecb3880,2022-04-09_14-01-41,1649527301,93.05087566,14448,DESKTOP-IMPI4GQ,127.0.0.1,93.05087566,0,3000,1024,0.4,3000,60,0.01
1.741268635,0.024991989,FALSE,,,2000,1aca8_00122,e96b405ea0f248a78ef77e52d5d8386b,2022-04-09_13-47-06,1649526426,64.15622973,6940,DESKTOP-IMPI4GQ,127.0.0.1,64.15622973,0,2000,1024,0.4,2000,80,0.005
1.741680503,0.02099061,FALSE,,,3000,1aca8_00021,955af3fee78241dfb4c840f6bc6708cc,2022-04-09_13-11-18,1649524278,79.08163619,11936,DESKTOP-IMPI4GQ,127.0.0.1,79.08163619,0,3000,2048,0.4,3000,60,0.001
1.743514776,0.035991669,FALSE,,,2000,1aca8_00173,4ba5f8e0ba64428294f14bdc82450ba3,2022-04-09_14-04-22,1649527462,59.88661242,5048,DESKTOP-IMPI4GQ,127.0.0.1,59.88661242,0,2000,2048,0.5,2000,80,0.01
1.744845867,0.013994455,FALSE,,,3000,1aca8_00191,8f13e9789ec846309c88b62cf9dfa71d,2022-04-09_14-11-47,1649527907,57.02253699,584,DESKTOP-IMPI4GQ,127.0.0.1,57.02253699,0,3000,2048,0.5,3000,100,0.01
1.745466709,0.027988434,FALSE,,,3000,1aca8_00083,5c14e94b75f24609b2fc12dfd8f6b001,2022-04-09_13-33-47,1649525627,104.3232236,10272,DESKTOP-IMPI4GQ,127.0.0.1,104.3232236,0,3000,2048,0.5,3000,80,0.002
1.747222543,0.013993025,FALSE,,,3000,1aca8_00154,baea7df6f28b45b7933cbc8d8306d3b6,2022-04-09_13-58-46,1649527126,78.01974034,6872,DESKTOP-IMPI4GQ,127.0.0.1,78.01974034,0,3000,1024,0.5,3000,40,0.01
1.747243166,0.046985388,FALSE,,,2000,1aca8_00087,8e7e193228934b18a27260fd3ffaf246,2022-04-09_13-34-49,1649525689,71.37289262,13220,DESKTOP-IMPI4GQ,127.0.0.1,71.37289262,0,2000,2048,0.4,2000,100,0.002
1.747491956,0.026991606,FALSE,,,2000,1aca8_00137,341db83b967d46f797bb3c0975de7dfd,2022-04-09_13-52-15,1649526735,74.17098522,7076,DESKTOP-IMPI4GQ,127.0.0.1,74.17098522,0,2000,2048,0.5,2000,100,0.005
1.751126647,0.017993212,FALSE,,,2000,1aca8_00005,e7e00ebf760244d4971f2a4aa17ad691,2022-04-09_13-06-12,1649523972,48.0644362,6084,DESKTOP-IMPI4GQ,127.0.0.1,48.0644362,0,2000,2048,0.5,2000,40,0.001
1.751460075,0.04098773,FALSE,,,2000,1aca8_00170,8585ea7d852e49538e49d85ec6bcb420,2022-04-09_14-04-09,1649527449,66.28654122,3956,DESKTOP-IMPI4GQ,127.0.0.1,66.28654122,0,2000,1024,0.4,2000,80,0.01
1.751472831,0.011997461,FALSE,,,2000,1aca8_00050,0e649988019149faae5f943cd77b82e9,2022-04-09_13-22-00,1649524920,50.14636493,9088,DESKTOP-IMPI4GQ,127.0.0.1,50.14636493,0,2000,1024,0.4,2000,40,0.002
1.751890659,0.016996145,FALSE,,,3000,1aca8_00165,586d323c7d39412ba13a03d7eec1e946,2022-04-09_14-02-07,1649527327,81.42563844,4060,DESKTOP-IMPI4GQ,127.0.0.1,81.42563844,0,3000,2048,0.4,3000,60,0.01
1.753539443,0.020991325,FALSE,,,3000,1aca8_00066,112d21fa9a04466eb68cc4e11af7bab0,2022-04-09_13-27-24,1649525244,88.68194056,6472,DESKTOP-IMPI4GQ,127.0.0.1,88.68194056,0,3000,1024,0.3,3000,60,0.002
1.753662825,0.175943375,FALSE,,,3000,1aca8_00166,ae06821d5e374feab1eee3272c0653af,2022-04-09_14-03-03,1649527383,91.85925722,9780,DESKTOP-IMPI4GQ,127.0.0.1,91.85925722,0,3000,1024,0.5,3000,60,0.01
1.753842473,0.022992373,FALSE,,,2000,1aca8_00123,1a96e9d18fff4eb089ceded98f646c7c,2022-04-09_13-47-04,1649526424,61.69702554,6320,DESKTOP-IMPI4GQ,127.0.0.1,61.69702554,0,2000,2048,0.4,2000,80,0.005
1.754020452,0.033987761,FALSE,,,3000,1aca8_00081,68d33794628b46c39502b23f53bf28f5,2022-04-09_13-32-00,1649525520,97.65438414,5972,DESKTOP-IMPI4GQ,127.0.0.1,97.65438414,0,3000,2048,0.4,3000,80,0.002
1.755942106,0.011995792,FALSE,,,3000,1aca8_00006,67722e87d95844f5bee6475ff69703ab,2022-04-09_13-06-35,1649523995,71.65680051,11428,DESKTOP-IMPI4GQ,127.0.0.1,71.65680051,0,3000,1024,0.3,3000,40,0.001
1.756167054,0.011995077,FALSE,,,2000,1aca8_00099,5f439b7b67c94bd581a1c898d68e74ea,2022-04-09_13-39-03,1649525943,49.53996086,14064,DESKTOP-IMPI4GQ,127.0.0.1,49.53996086,0,2000,2048,0.4,2000,40,0.005
1.756203055,0.021991968,FALSE,,,2000,1aca8_00157,600af964e50442159bc31f5398753771,2022-04-09_13-59-39,1649527179,52.05714607,14976,DESKTOP-IMPI4GQ,127.0.0.1,52.05714607,0,2000,2048,0.3,2000,60,0.01
1.756684661,0.023988962,FALSE,,,2000,1aca8_00171,9ab93b363a344e7da114c457d568ea43,2022-04-09_14-04-13,1649527453,66.95632076,2468,DESKTOP-IMPI4GQ,127.0.0.1,66.95632076,0,2000,2048,0.4,2000,80,0.01
1.757457614,0.014993906,FALSE,,,3000,1aca8_00011,e1bd390153a945679f735a7547173701,2022-04-09_13-08-02,1649524082,79.16552448,14348,DESKTOP-IMPI4GQ,127.0.0.1,79.16552448,0,3000,2048,0.5,3000,40,0.001
1.757772088,0.031990767,FALSE,,,2000,1aca8_00049,2e6889d4cbcd448584cd697d07b721ed,2022-04-09_13-21-05,1649524865,51.56130838,3152,DESKTOP-IMPI4GQ,127.0.0.1,51.56130838,0,2000,2048,0.3,2000,40,0.002
1.757961631,0.012995243,FALSE,,,3000,1aca8_00055,c776f61f22644c9496a41149301af9de,2022-04-09_13-23-24,1649525004,77.4722147,11812,DESKTOP-IMPI4GQ,127.0.0.1,77.4722147,0,3000,2048,0.3,3000,40,0.002
1.758013964,0.015994787,FALSE,,,3000,1aca8_00128,2fb89e637515411ba75cb29592830b59,2022-04-09_13-48-53,1649526533,97.29649854,13600,DESKTOP-IMPI4GQ,127.0.0.1,97.29649854,0,3000,1024,0.4,3000,80,0.005
1.758245826,0.016993761,FALSE,,,3000,1aca8_00080,dd24bfad696d4eaba1cb9177d9addcd9,2022-04-09_13-32-00,1649525520,102.5897846,8544,DESKTOP-IMPI4GQ,127.0.0.1,102.5897846,0,3000,1024,0.4,3000,80,0.002
1.760782003,0.020994425,FALSE,,,3000,1aca8_00035,27ebaf71cf434dee8913c18c9c3321f1,2022-04-09_13-16-53,1649524613,97.36413717,7408,DESKTOP-IMPI4GQ,127.0.0.1,97.36413717,0,3000,2048,0.5,3000,80,0.001
1.76100266,0.029992342,FALSE,,,2000,1aca8_00038,821e3715e4f147f1a4592274989293e3,2022-04-09_13-18-03,1649524683,69.65132523,13064,DESKTOP-IMPI4GQ,127.0.0.1,69.65132523,0,2000,1024,0.4,2000,100,0.001
1.761898637,0.031990767,FALSE,,,2000,1aca8_00025,6af355780b2549599628dcfc7d497e4f,2022-04-09_13-12-37,1649524357,58.29718208,276,DESKTOP-IMPI4GQ,127.0.0.1,58.29718208,0,2000,2048,0.3,2000,80,0.001
1.762630343,0.035989523,FALSE,,,3000,1aca8_00155,9b89e237293f4fcd8b191b862184080c,2022-04-09_13-58-54,1649527134,73.53819203,13208,DESKTOP-IMPI4GQ,127.0.0.1,73.53819203,0,3000,2048,0.5,3000,40,0.01
1.762788057,0.028988838,FALSE,,,3000,1aca8_00117,7f0229a02b8844ca8c4c07adca225d25,2022-04-09_13-44-42,1649526282,82.46653152,6828,DESKTOP-IMPI4GQ,127.0.0.1,82.46653152,0,3000,2048,0.4,3000,60,0.005
1.764457226,0.033989191,FALSE,,,3000,1aca8_00178,2d4a1129c08e4c54a3ca0a85e3222985,2022-04-09_14-07-43,1649527663,99.53086948,12588,DESKTOP-IMPI4GQ,127.0.0.1,99.53086948,0,3000,1024,0.5,3000,80,0.01
1.765491247,0.013994455,FALSE,,,3000,1aca8_00007,4de09d01531a4945bfe2d047834a5675,2022-04-09_13-06-34,1649523994,69.85438323,9168,DESKTOP-IMPI4GQ,127.0.0.1,69.85438323,0,3000,2048,0.3,3000,40,0.001
1.766373038,0.031989574,FALSE,,,3000,1aca8_00095,200669d056344455a75cf6f68bd705e7,2022-04-09_13-38-43,1649525923,105.1059699,1212,DESKTOP-IMPI4GQ,127.0.0.1,105.1059699,0,3000,2048,0.5,3000,100,0.002
1.766400933,0.027992249,FALSE,,,3000,1aca8_00047,ded444a2f931415d8d5780b87f69b9fa,2022-04-09_13-21-55,1649524915,105.535815,9000,DESKTOP-IMPI4GQ,127.0.0.1,105.535815,0,3000,2048,0.5,3000,100,0.001
1.767095447,0.040985584,FALSE,,,3000,1aca8_00187,05a590bbee6f4aeb8f299cce80c9d415,2022-04-09_14-10-41,1649527841,106.4585304,1508,DESKTOP-IMPI4GQ,127.0.0.1,106.4585304,0,3000,2048,0.3,3000,100,0.01
1.771008492,0.026993513,FALSE,,,3000,1aca8_00030,ce7caafd2f4140cfba4b0677716fd7b1,2022-04-09_13-15-05,1649524505,100.5317249,5136,DESKTOP-IMPI4GQ,127.0.0.1,100.5317249,0,3000,1024,0.3,3000,80,0.001
1.77177906,0.021992207,FALSE,,,3000,1aca8_00071,47aef6be31194d67ab036bb577d842d9,2022-04-09_13-28-59,1649525339,87.39876223,6324,DESKTOP-IMPI4GQ,127.0.0.1,87.39876223,0,3000,2048,0.5,3000,60,0.002
1.771843195,0.033991098,FALSE,,,2000,1aca8_00039,0ab669d45b554c3f8feeace6114c5e68,2022-04-09_13-18-04,1649524684,69.44951677,4056,DESKTOP-IMPI4GQ,127.0.0.1,69.44951677,0,2000,2048,0.4,2000,100,0.001
1.774095654,0.038985491,FALSE,,,2000,1aca8_00159,eaac2b6a9df84a929467690e4bed19ee,2022-04-09_13-59-54,1649527194,52.3690443,2292,DESKTOP-IMPI4GQ,127.0.0.1,52.3690443,0,2000,2048,0.4,2000,60,0.01
1.774206519,0.023991108,FALSE,,,2000,1aca8_00120,58615af84c5f415a9e286906f560f8ce,2022-04-09_13-45-57,1649526357,66.90234041,11596,DESKTOP-IMPI4GQ,127.0.0.1,66.90234041,0,2000,1024,0.3,2000,80,0.005
1.77747941,0.031997681,FALSE,,,2000,1aca8_00086,bdb3da93439a425c808ba611a326d4ab,2022-04-09_13-34-51,1649525691,74.29495573,15352,DESKTOP-IMPI4GQ,127.0.0.1,74.29495573,0,2000,1024,0.4,2000,100,0.002
1.777946234,0.019993067,FALSE,,,3000,1aca8_00069,2748552952b443ce88fdfbf88de7190e,2022-04-09_13-27-47,1649525267,82.05455279,5848,DESKTOP-IMPI4GQ,127.0.0.1,82.05455279,0,3000,2048,0.4,3000,60,0.002
1.778494358,0.020992517,FALSE,,,3000,1aca8_00019,cc9c77a4055c4bc0a059b8e195ca983b,2022-04-09_13-10-36,1649524236,82.9143095,6448,DESKTOP-IMPI4GQ,127.0.0.1,82.9143095,0,3000,2048,0.3,3000,60,0.001
1.78027606,0.021995544,FALSE,,,3000,1aca8_00114,77e8fe8c401d4ddd9f4f43051f7f564e,2022-04-09_13-44-27,1649526267,92.97913027,5360,DESKTOP-IMPI4GQ,127.0.0.1,92.97913027,0,3000,1024,0.3,3000,60,0.005
1.783044696,0.020992517,FALSE,,,3000,1aca8_00067,2bf069e97909403482fde87fb8955bfb,2022-04-09_13-27-16,1649525236,79.35930705,6180,DESKTOP-IMPI4GQ,127.0.0.1,79.35930705,0,3000,2048,0.3,3000,60,0.002
1.784539342,0.020993233,FALSE,,,2000,1aca8_00037,1a558d35119344b6af814ccf82971533,2022-04-09_13-16-53,1649524613,69.38853335,14884,DESKTOP-IMPI4GQ,127.0.0.1,69.38853335,0,2000,2048,0.3,2000,100,0.001
1.785165429,0.015999079,FALSE,,,3000,1aca8_00152,ead3641a79e64a8c8ced54b4f80d46ae,2022-04-09_13-57-41,1649527061,64.07925105,11808,DESKTOP-IMPI4GQ,127.0.0.1,64.07925105,0,3000,1024,0.4,3000,40,0.01
1.786397576,0.020991564,FALSE,,,2000,1aca8_00013,3cb5133c35d848d8851d3b59c8003dbc,2022-04-09_13-08-43,1649524123,53.74560142,10952,DESKTOP-IMPI4GQ,127.0.0.1,53.74560142,0,2000,2048,0.3,2000,60,0.001
1.787863016,0.030990124,FALSE,,,2000,1aca8_00134,f007fe17b1624688861ac63b1a479e53,2022-04-09_13-51-49,1649526709,77.45592284,9160,DESKTOP-IMPI4GQ,127.0.0.1,77.45592284,0,2000,1024,0.4,2000,100,0.005
1.788459182,0.016994238,FALSE,,,3000,1aca8_00129,7533d643f82b49069c34efdd7803b636,2022-04-09_13-48-51,1649526531,95.62903786,14452,DESKTOP-IMPI4GQ,127.0.0.1,95.62903786,0,3000,2048,0.4,3000,80,0.005
1.790905833,0.022999048,FALSE,,,2000,1aca8_00135,7a3aa4a2e5704ff68c9813ca79948a1e,2022-04-09_13-51-51,1649526711,75.49355912,6952,DESKTOP-IMPI4GQ,127.0.0.1,75.49355912,0,2000,2048,0.4,2000,100,0.005
1.791649342,0.02999115,FALSE,,,3000,1aca8_00163,9522336ef38f45da9ba078ff36b4c106,2022-04-09_14-01-24,1649527284,82.40831637,13552,DESKTOP-IMPI4GQ,127.0.0.1,82.40831637,0,3000,2048,0.3,3000,60,0.01
1.792388797,0.03199029,FALSE,,,3000,1aca8_00150,d7c08d3cba624f44b64c47d48f94bf3e,2022-04-09_13-57-18,1649527038,58.30012679,13156,DESKTOP-IMPI4GQ,127.0.0.1,58.30012679,0,3000,1024,0.3,3000,40,0.01
1.79404068,0.018993855,FALSE,,,3000,1aca8_00044,d4ffd501eb2a4a0982d8372c6a10f796,2022-04-09_13-20-06,1649524806,110.4872229,9728,DESKTOP-IMPI4GQ,127.0.0.1,110.4872229,0,3000,1024,0.4,3000,100,0.001
1.795498252,0.013993502,FALSE,,,2000,1aca8_00061,c6de51729ce94feba607b4a3d7538aec,2022-04-09_13-25-13,1649525113,52.97407985,13580,DESKTOP-IMPI4GQ,127.0.0.1,52.97407985,0,2000,2048,0.3,2000,60,0.002
1.796409249,0.032989025,FALSE,,,3000,1aca8_00174,423665b7e5f741749681d60ebc6281de,2022-04-09_14-06-01,1649527561,104.2272542,15280,DESKTOP-IMPI4GQ,127.0.0.1,104.2272542,0,3000,1024,0.3,3000,80,0.01
1.797823548,0.040985584,FALSE,,,2000,1aca8_00136,1e1bf2b524ca44298983cd0d29514d91,2022-04-09_13-52-13,1649526733,75.37559748,15212,DESKTOP-IMPI4GQ,127.0.0.1,75.37559748,0,2000,1024,0.5,2000,100,0.005
1.801066756,0.019998312,FALSE,,,3000,1aca8_00045,5d9ef95d9dee4482870f111e2cfce1ef,2022-04-09_13-20-05,1649524805,108.7817812,10924,DESKTOP-IMPI4GQ,127.0.0.1,108.7817812,0,3000,2048,0.4,3000,100,0.001
1.802836061,0.019993067,FALSE,,,2000,1aca8_00073,e36c598dd8f14b40b37ba5eeb4fe7e1c,2022-04-09_13-29-05,1649525345,63.18505168,10608,DESKTOP-IMPI4GQ,127.0.0.1,63.18505168,0,2000,2048,0.3,2000,80,0.002
1.802958488,0.022991896,FALSE,,,2000,1aca8_00024,c7f94b2cc59d4d069933c89c89b7ad84,2022-04-09_13-12-24,1649524344,59.50861692,15120,DESKTOP-IMPI4GQ,127.0.0.1,59.50861692,0,2000,1024,0.3,2000,80,0.001
1.803509355,0.035990477,FALSE,,,2000,1aca8_00168,57c0be184d2147a08a898ec3d544fc0e,2022-04-09_14-02-56,1649527376,67.98099256,4120,DESKTOP-IMPI4GQ,127.0.0.1,67.98099256,0,2000,1024,0.3,2000,80,0.01
1.8048172,0.022990942,FALSE,,,2000,1aca8_00121,04419fd2fba94453a6c31940a5e44176,2022-04-09_13-46-01,1649526361,59.97258306,14528,DESKTOP-IMPI4GQ,127.0.0.1,59.97258306,0,2000,2048,0.3,2000,80,0.005
1.804844141,0.024986744,FALSE,,,3000,1aca8_00140,c545aef5ae5244089edc2b6c4c6c5699,2022-04-09_13-54-10,1649526850,108.9277332,11456,DESKTOP-IMPI4GQ,127.0.0.1,108.9277332,0,3000,1024,0.4,3000,100,0.005
1.80627048,0.022986412,FALSE,,,2000,1aca8_00096,31d5733c0f87484d8f80e1c7f9d7391a,2022-04-09_13-38-07,1649525887,55.62099195,10912,DESKTOP-IMPI4GQ,127.0.0.1,55.62099195,0,2000,1024,0.3,2000,40,0.005
1.807494044,0.032989979,FALSE,,,3000,1aca8_00093,14d7ca964f6841058debcf45794b5266,2022-04-09_13-37-07,1649525827,113.4022796,14916,DESKTOP-IMPI4GQ,127.0.0.1,113.4022796,0,3000,2048,0.4,3000,100,0.002
1.808049917,0.024991989,FALSE,,,3000,1aca8_00115,740e0452dbc34d8daeda7698f947fd61,2022-04-09_13-44-20,1649526260,79.93012309,12104,DESKTOP-IMPI4GQ,127.0.0.1,79.93012309,0,3000,2048,0.3,3000,60,0.005
1.81182301,0.025991201,FALSE,,,2000,1aca8_00060,6b977e9dcc034122a93c6e41a15921e6,2022-04-09_13-25-21,1649525121,61.86220312,5876,DESKTOP-IMPI4GQ,127.0.0.1,61.86220312,0,2000,1024,0.3,2000,60,0.002
1.812633395,0.022991896,FALSE,,,3000,1aca8_00143,0c43530439014262bd40ae00305dc4c4,2022-04-09_13-55-37,1649526937,101.6910727,10412,DESKTOP-IMPI4GQ,127.0.0.1,101.6910727,0,3000,2048,0.5,3000,100,0.005
1.818900824,0.031988859,FALSE,,,2000,1aca8_00181,82a90002f2764bf7bcdf63ab56c6ad31,2022-04-09_14-07-27,1649527647,74.36992145,6760,DESKTOP-IMPI4GQ,127.0.0.1,74.36992145,0,2000,2048,0.3,2000,100,0.01
1.822540283,0.025990963,FALSE,,,3000,1aca8_00189,982e24c4923949e897cd9abb4d7f0fe1,2022-04-09_14-10-57,1649527857,107.8790715,1808,DESKTOP-IMPI4GQ,127.0.0.1,107.8790715,0,3000,2048,0.4,3000,100,0.01
1.822728038,0.026994944,FALSE,,,2000,1aca8_00180,2ee6301f843543fbbcaf2dde24d12b15,2022-04-09_14-07-24,1649527644,74.38092327,2440,DESKTOP-IMPI4GQ,127.0.0.1,74.38092327,0,2000,1024,0.3,2000,100,0.01
1.825187564,0.029991627,FALSE,,,2000,1aca8_00036,b795e22ab4f84f5c9c4c22325956a0bf,2022-04-09_13-16-47,1649524607,71.59782124,14716,DESKTOP-IMPI4GQ,127.0.0.1,71.59782124,0,2000,1024,0.3,2000,100,0.001
1.830577016,0.02399087,FALSE,,,2000,1aca8_00169,22d2630b4343475785de9050e7abd16b,2022-04-09_14-03-14,1649527394,60.52940273,2256,DESKTOP-IMPI4GQ,127.0.0.1,60.52940273,0,2000,2048,0.3,2000,80,0.01
1.839752197,0.026987314,FALSE,,,2000,1aca8_00108,f667f39761494485973a7ddf749e1779,2022-04-09_13-42-11,1649526131,62.0988946,13228,DESKTOP-IMPI4GQ,127.0.0.1,62.0988946,0,2000,1024,0.3,2000,60,0.005
1.844222426,0.027983665,FALSE,,,3000,1aca8_00142,67ce939bd738421db924b135dc6c8bdf,2022-04-09_13-55-41,1649526941,105.8017435,9944,DESKTOP-IMPI4GQ,127.0.0.1,105.8017435,0,3000,1024,0.5,3000,100,0.005
1.844908595,0.028993845,FALSE,,,3000,1aca8_00031,6de266d8e94d483eabf203b217b67046,2022-04-09_13-15-08,1649524508,92.36745477,548,DESKTOP-IMPI4GQ,127.0.0.1,92.36745477,0,3000,2048,0.3,3000,80,0.001
1.847490549,0.029988527,FALSE,,,3000,1aca8_00092,92dc7a3d32504d5d82c96260b6d19a80,2022-04-09_13-37-04,1649525824,112.0247288,10040,DESKTOP-IMPI4GQ,127.0.0.1,112.0247288,0,3000,1024,0.4,3000,100,0.002
1.850386977,0.026987791,FALSE,,,3000,1aca8_00079,07be287ec77a40dfbb130ab0690f9e5e,2022-04-09_13-31-51,1649525511,94.90327334,9640,DESKTOP-IMPI4GQ,127.0.0.1,94.90327334,0,3000,2048,0.3,3000,80,0.002
1.85162282,0.022993565,FALSE,,,3000,1aca8_00126,e936c5621c5740f28113ff344cec5cce,2022-04-09_13-48-50,1649526530,99.30185151,12768,DESKTOP-IMPI4GQ,127.0.0.1,99.30185151,0,3000,1024,0.3,3000,80,0.005
1.854076982,0.024991512,FALSE,,,3000,1aca8_00127,13cdfb09b0d345b5b852ae3a686f454d,2022-04-09_13-48-47,1649526527,94.34445381,14592,DESKTOP-IMPI4GQ,127.0.0.1,94.34445381,0,3000,2048,0.3,3000,80,0.005
1.860988975,0.012997866,FALSE,,,3000,1aca8_00103,0dc3a8fff44c4b8484c9890b81f2a458,2022-04-09_13-40-28,1649526028,76.65918207,11596,DESKTOP-IMPI4GQ,127.0.0.1,76.65918207,0,3000,2048,0.3,3000,40,0.005
1.86624074,0.029990196,FALSE,,,2000,1aca8_00109,283c42618a1b482ca0962910c49a54d1,2022-04-09_13-42-07,1649526127,55.12115359,8956,DESKTOP-IMPI4GQ,127.0.0.1,55.12115359,0,2000,2048,0.3,2000,60,0.005
1.866467118,0.053982258,FALSE,,,3000,1aca8_00175,c6a8cf2cca2045d691a93003ab708e0e,2022-04-09_14-05-56,1649527556,96.28682709,11304,DESKTOP-IMPI4GQ,127.0.0.1,96.28682709,0,3000,2048,0.3,3000,80,0.01
1.866970181,0.02999115,FALSE,,,3000,1aca8_00078,0fa284b1760c4b2ab377d31ee361dbe1,2022-04-09_13-31-56,1649525516,100.4814684,12028,DESKTOP-IMPI4GQ,127.0.0.1,100.4814684,0,3000,1024,0.3,3000,80,0.002
1.870310426,0.040987968,FALSE,,,3000,1aca8_00141,57acb5e8e3674ce48192c0b98ad178fa,2022-04-09_13-54-09,1649526849,107.2492797,14244,DESKTOP-IMPI4GQ,127.0.0.1,107.2492797,0,3000,2048,0.4,3000,100,0.005
1.874078631,0.020994425,FALSE,,,2000,1aca8_00072,1b57b14f02e343d5a905cd853143660a,2022-04-09_13-29-02,1649525342,69.02567673,2240,DESKTOP-IMPI4GQ,127.0.0.1,69.02567673,0,2000,1024,0.3,2000,80,0.002
1.887398362,0.023987532,FALSE,,,3000,1aca8_00138,d49d42ef0b47445baffb9aeedbd95009,2022-04-09_13-53-48,1649526828,112.0767136,9700,DESKTOP-IMPI4GQ,127.0.0.1,112.0767136,0,3000,1024,0.3,3000,100,0.005
1.895830631,0.024989843,FALSE,,,2000,1aca8_00133,25198c4880104aba96d574990a595268,2022-04-09_13-50-27,1649526627,87.7757256,13132,DESKTOP-IMPI4GQ,127.0.0.1,87.7757256,0,2000,2048,0.3,2000,100,0.005
1.897493482,0.073976994,FALSE,,,3000,1aca8_00043,7868d73da7e84ce9a8797dcdf873485a,2022-04-09_13-20-03,1649524803,112.0890894,11520,DESKTOP-IMPI4GQ,127.0.0.1,112.0890894,0,3000,2048,0.3,3000,100,0.001
1.905966282,0.033987045,FALSE,,,2000,1aca8_00084,06c6352f3cfa43a08380787d1f6e5ff6,2022-04-09_13-33-31,1649525611,84.21273446,9628,DESKTOP-IMPI4GQ,127.0.0.1,84.21273446,0,2000,1024,0.3,2000,100,0.002
1.921794772,0.025993109,FALSE,,,3000,1aca8_00042,b0ccfb7242bf4af6897c103398c6a3c6,2022-04-09_13-20-04,1649524804,113.2907112,13784,DESKTOP-IMPI4GQ,127.0.0.1,113.2907112,0,3000,1024,0.3,3000,100,0.001
1.921910048,0.032993317,FALSE,,,2000,1aca8_00132,16973cb6bfef4ecc87ab47a141251831,2022-04-09_13-50-25,1649526625,88.21158409,14600,DESKTOP-IMPI4GQ,127.0.0.1,88.21158409,0,2000,1024,0.3,2000,100,0.005
1.923390746,0.028989792,FALSE,,,3000,1aca8_00186,5f9e9af409144519856b7bcc53c94e97,2022-04-09_14-10-42,1649527842,109.7994504,9964,DESKTOP-IMPI4GQ,127.0.0.1,109.7994504,0,3000,1024,0.3,3000,100,0.01
1.936490536,0.049983263,FALSE,,,3000,1aca8_00091,b7926a9c11374ff1bce50bc64647a544,2022-04-09_13-36-48,1649525808,109.6954837,7804,DESKTOP-IMPI4GQ,127.0.0.1,109.6954837,0,3000,2048,0.3,3000,100,0.002
1.948386669,0.029990435,FALSE,,,3000,1aca8_00090,58beeaf21ef040ecb9c1810563e29b8b,2022-04-09_13-36-50,1649525810,113.1773555,9884,DESKTOP-IMPI4GQ,127.0.0.1,113.1773555,0,3000,1024,0.3,3000,100,0.002
1.991009951,0.048983335,FALSE,,,2000,1aca8_00085,969baebb4cd54ce7aede0c752a9d0b7c,2022-04-09_13-33-29,1649525609,82.0954206,10632,DESKTOP-IMPI4GQ,127.0.0.1,82.0954206,0,2000,2048,0.3,2000,100,0.002
2.001819372,0.050983191,FALSE,,,3000,1aca8_00139,6fd21afcecb742c4ac2135293f450041,2022-04-09_13-53-48,1649526828,110.4942276,13036,DESKTOP-IMPI4GQ,127.0.0.1,110.4942276,0,3000,2048,0.3,3000,100,0.005
