"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 00:00","2013","10","01","00:00","14.7","","9.8","","72","","","","15","","6","","","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 01:00","2013","10","01","01:00","14.6","","9.6","","72","","","","16","","2","","","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 02:00","2013","10","01","02:00","12.0","","8.9","","81","","","","","","0","","","","101.05","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 03:00","2013","10","01","03:00","12.9","","10.2","","84","","","","3","","2","","","","101.03","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 04:00","2013","10","01","04:00","13.4","","10.7","","84","","","","27","","2","","","","101.07","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 05:00","2013","10","01","05:00","13.9","","10.9","","82","","","","13","","4","","","","101.06","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 06:00","2013","10","01","06:00","14.5","","11.8","","84","","","","17","","6","","","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 07:00","2013","10","01","07:00","14.6","","11.9","","84","","","","15","","9","","","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 08:00","2013","10","01","08:00","15.6","","12.1","","80","","","","18","","7","","","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 09:00","2013","10","01","09:00","16.5","","12.0","","75","","","","20","","9","","","","101.10","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 10:00","2013","10","01","10:00","18.3","","12.7","","70","","","","22","","7","","","","101.05","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 11:00","2013","10","01","11:00","20.4","","14.3","","68","","","","20","","11","","","","100.99","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 12:00","2013","10","01","12:00","21.4","","15.0","","67","","","","22","","11","","","","100.91","","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 13:00","2013","10","01","13:00","22.3","","14.6","","62","","","","21","","15","","","","100.85","","26","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 14:00","2013","10","01","14:00","22.6","","14.5","","60","","","","21","","11","","","","100.79","","26","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 15:00","2013","10","01","15:00","22.9","","14.5","","59","","","","22","","19","","","","100.73","","27","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 16:00","2013","10","01","16:00","22.6","","14.0","","58","","","","23","","17","","","","100.71","","26","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 17:00","2013","10","01","17:00","22.0","","13.3","","58","","","","24","","19","","","","100.69","","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 18:00","2013","10","01","18:00","20.6","","12.8","","61","","","","25","","13","","","","100.72","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 19:00","2013","10","01","19:00","19.7","","11.7","","60","","","","26","","19","","","","100.74","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 20:00","2013","10","01","20:00","19.1","","12.4","","65","","","","24","","17","","","","100.72","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 21:00","2013","10","01","21:00","18.6","","13.0","","70","","","","23","","11","","","","100.70","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 22:00","2013","10","01","22:00","17.7","","12.2","","70","","","","21","","17","","","","100.67","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-01 23:00","2013","10","01","23:00","17.2","","11.5","","69","","","","23","","15","","","","100.64","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-10-02 00:00","2013","10","02","00:00","16.9","","11.7","","71","","","","24","","13","","","","100.63","","","","","","NA"
