"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 00:00","2013","04","01","00:00","5.6","","3.7","","88","","","","16","","17","","","","99.93","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 01:00","2013","04","01","01:00","5.3","","3.3","","87","","","","15","","24","","","","99.84","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 02:00","2013","04","01","02:00","5.2","","3.0","","86","","","","15","","24","","","","99.77","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 03:00","2013","04","01","03:00","5.0","","2.7","","85","","","","15","","24","","","","99.66","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 04:00","2013","04","01","04:00","4.7","","2.7","","87","","","","15","","20","","","","99.62","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 05:00","2013","04","01","05:00","4.6","","2.6","","87","","","","16","","17","","","","99.59","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 06:00","2013","04","01","06:00","4.6","","2.5","","86","","","","16","","15","","","","99.55","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 07:00","2013","04","01","07:00","4.9","","2.5","","84","","","","16","","15","","","","99.53","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 08:00","2013","04","01","08:00","4.8","","2.7","","86","","","","17","","19","","","","99.51","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 09:00","2013","04","01","09:00","6.0","","3.5","","84","","","","21","","19","","","","99.46","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 10:00","2013","04","01","10:00","6.4","","3.8","","83","","","","23","","17","","","","99.44","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 11:00","2013","04","01","11:00","5.8","","3.5","","85","","","","23","","19","","","","99.43","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 12:00","2013","04","01","12:00","5.5","","2.6","","82","","","","23","","24","","","","99.47","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 13:00","2013","04","01","13:00","4.3","","-0.9","","69","","","","26","","41","","","","99.58","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 14:00","2013","04","01","14:00","5.3","","-6.5","","42","","","","26","","46","","","","99.62","","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2013-04-01 15:00","2013","04","01","15:00","4.4","","-9.3","","36","","","","26","","46","","","","99.73","","","","","","NA"
