"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 00:00","2010","05","01","00:00","11.2","","2.6","","55","","","","14","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 01:00","2010","05","01","01:00","9.8","","3.6","","65","","","","13","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 02:00","2010","05","01","02:00","11.2","","4.3","","62","","","","25","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 03:00","2010","05","01","03:00","11.0","","4.4","","64","","","","","","0","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 04:00","2010","05","01","04:00","11.0","","4.2","","63","","","","","","0","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 05:00","2010","05","01","05:00","10.5","","5.1","","69","","","","2","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 06:00","2010","05","01","06:00","13.1","","0.0","","41","","","","8","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 07:00","2010","05","01","07:00","13.4","","-0.1","","39","","","","12","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 08:00","2010","05","01","08:00","14.2","","-1.0","","35","","","","9","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 09:00","2010","05","01","09:00","15.4","","0.0","","35","","","","9","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 10:00","2010","05","01","10:00","15.9","","0.7","","36","","","","11","","15","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 11:00","2010","05","01","11:00","16.8","","2.0","","37","","","","11","","17","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 12:00","2010","05","01","12:00","18.3","","2.2","","34","","","","10","","15","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 13:00","2010","05","01","13:00","18.3","","1.2","","32","","","","9","","11","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 14:00","2010","05","01","14:00","19.2","","2.6","","33","","","","11","","11","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 15:00","2010","05","01","15:00","18.1","","5.7","","44","","","","4","","11","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 16:00","2010","05","01","16:00","17.8","","6.1","","46","","","","5","","11","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 17:00","2010","05","01","17:00","15.3","","9.7","","69","","","","1","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 18:00","2010","05","01","18:00","14.8","","9.8","","72","","","","7","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 19:00","2010","05","01","19:00","14.5","","9.1","","70","","","","12","","4","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 20:00","2010","05","01","20:00","13.0","","9.2","","78","","","","36","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 21:00","2010","05","01","21:00","12.5","","9.8","","84","","","","3","","9","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 22:00","2010","05","01","22:00","11.7","","9.8","","88","","","","1","","9","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01 23:00","2010","05","01","23:00","11.9","","10.0","","88","","","","2","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 00:00","2010","05","02","00:00","10.9","","9.4","","90","","","","35","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 01:00","2010","05","02","01:00","11.3","","9.6","","89","","","","36","","9","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 02:00","2010","05","02","02:00","10.7","","9.1","","90","","","","2","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 03:00","2010","05","02","03:00","10.9","","9.1","","89","","","","2","","4","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 04:00","2010","05","02","04:00","11.2","","9.6","","90","","","","","","0","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 05:00","2010","05","02","05:00","11.3","","9.7","","90","","","","22","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 06:00","2010","05","02","06:00","12.2","","10.4","","89","","","","36","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 07:00","2010","05","02","07:00","15.0","","11.7","","81","","","","14","","4","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 08:00","2010","05","02","08:00","15.4","","11.8","","79","","","","20","","4","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 09:00","2010","05","02","09:00","17.4","","13.6","","78","","","","17","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 10:00","2010","05","02","10:00","19.8","","14.2","","70","","","","15","","6","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 11:00","2010","05","02","11:00","21.4","","14.4","","64","","","","27","","2","","","","","M","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 12:00","2010","05","02","12:00","24.7","","15.5","","57","","","","19","","9","","","","","M","29","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 13:00","2010","05","02","13:00","25.3","","15.3","","54","","","","23","","11","","","","","M","29","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 14:00","2010","05","02","14:00","25.8","","16.3","","56","","","","19","","7","","","","","M","31","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 15:00","2010","05","02","15:00","25.5","","16.2","","56","","","","19","","9","","","","","M","30","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 16:00","2010","05","02","16:00","25.3","","15.7","","55","","","","20","","13","","","","","M","30","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 17:00","2010","05","02","17:00","24.7","","15.7","","57","","","","23","","9","","","","","M","29","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 18:00","2010","05","02","18:00","24.5","","15.5","","57","","","","23","","9","","","","","M","29","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 19:00","2010","05","02","19:00","23.8","","16.0","","62","","","","24","","7","","","","","M","28","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 20:00","2010","05","02","20:00","22.1","","15.6","","67","","","","24","","9","","","","","M","26","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 21:00","2010","05","02","21:00","19.8","","15.2","","75","","","","17","","7","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 22:00","2010","05","02","22:00","21.1","","15.7","","71","","","","20","","11","","","","","M","26","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02 23:00","2010","05","02","23:00","21.2","","15.5","","70","","","","20","","17","","","","","M","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 00:00","2010","05","03","00:00","20.8","","15.6","","72","","","","20","","13","","","","","M","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 01:00","2010","05","03","01:00","20.1","","15.7","","76","","","","22","","7","","","","","M","25","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 02:00","2010","05","03","02:00","18.8","","15.8","","83","","","","19","","13","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 03:00","2010","05","03","03:00","19.1","","16.1","","83","","","","19","","9","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 04:00","2010","05","03","04:00","19.4","","16.5","","83","","","","20","","2","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 05:00","2010","05","03","05:00","18.3","","16.3","","88","","","","16","","9","","","","","M","","","","","NA"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03 06:00","2010","05","03","06:00","19.4","","16.7","","84","","","","19","","11","","","","","M","","","","","NA"
