Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Wind Chill,Berri1,Maisonneuve_2,Maisonneuve_1
2012,1,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.291666666666668,12.291666666666666,0.0,35,51,38
2012,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,26.583333333333332,0.0,83,153,68
2012,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.583333333333332,22.833333333333332,0.0,135,248,104
2012,1,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,20.75,11.166666666666666,0.0,144,318,116
2012,1,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,23.791666666666668,11.833333333333334,0.0,197,330,124
2012,1,6,0.0,0.0,0.0,1.4,0.0,0.0,0.0,3.5416666666666665,15.583333333333334,0.0,146,244,98
2012,1,7,0.0,0.0,0.0,1.1,0.0,0.0,0.0,17.541666666666668,7.125,0.0,98,108,80
2012,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.166666666666668,17.416666666666668,0.0,95,98,62
2012,1,9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,16.208333333333332,11.25,0.0,244,432,165
2012,1,10,0.0,0.0,0.0,0.4,0.0,0.0,0.0,25.041666666666668,22.125,0.0,397,563,238
2012,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.041666666666667,16.541666666666668,0.0,273,443,182
2012,1,12,0.0,0.0,0.0,10.1,0.0,0.0,0.0,3.9166666666666665,23.541666666666668,0.0,157,261,134
2012,1,13,0.0,0.0,0.0,8.1,0.0,0.0,0.0,13.083333333333334,19.375,0.0,75,105,41
2012,1,14,0.0,0.0,0.0,0.2,0.0,0.0,0.0,27.166666666666668,19.5,0.0,32,56,54
2012,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.625,10.958333333333334,0.0,54,60,33
2012,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.458333333333334,0.0,168,312,136
2012,1,17,0.0,0.0,0.0,10.3,0.0,0.0,0.0,2.4583333333333335,13.125,0.0,155,256,86
2012,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.375,32.0,0.0,139,188,66
2012,1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.416666666666666,18.166666666666668,0.0,191,248,104
2012,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.791666666666668,21.041666666666668,0.0,161,217,96
2012,1,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,8.375,0.0,53,70,47
2012,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,8.583333333333334,0.0,71,73,41
2012,1,23,0.0,0.0,0.0,7.2,0.0,0.0,0.0,9.291666666666666,19.333333333333332,0.0,210,357,114
2012,1,24,0.0,0.0,0.0,0.7,0.0,0.0,0.0,22.125,20.625,0.0,299,444,189
2012,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.541666666666668,20.625,0.0,334,453,217
2012,1,26,0.0,0.0,0.0,1.2,0.0,0.0,0.0,13.166666666666666,10.5,0.0,306,495,215
2012,1,27,0.0,0.0,0.0,18.1,0.0,0.0,0.0,11.833333333333334,18.666666666666668,0.0,91,204,79
2012,1,28,0.0,0.0,0.0,0.2,0.0,0.0,0.0,20.416666666666668,14.083333333333334,0.0,80,123,61
2012,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.541666666666668,22.333333333333332,0.0,87,132,65
2012,1,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.375,13.75,0.0,219,371,146
2012,1,31,0.0,0.0,0.0,5.8,0.0,0.0,0.0,3.8333333333333335,14.916666666666666,0.0,186,324,109
2012,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.791666666666667,9.291666666666666,0.0,138,271,100
2012,2,2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,7.541666666666667,7.583333333333333,0.0,217,345,134
2012,2,3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,26.333333333333332,7.041666666666667,0.0,174,301,103
2012,2,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.416666666666668,8.916666666666666,0.0,84,119,53
2012,2,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,26.125,9.75,0.0,72,133,46
2012,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.083333333333332,20.958333333333332,0.0,248,425,136
2012,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.541666666666668,16.458333333333332,0.0,316,516,209
2012,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.541666666666668,12.708333333333334,0.0,271,503,202
