Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Wind Chill,Berri1,Maisonneuve_2,Maisonneuve_1
2010,1,1,-2.8,-5.1,-4.0,3.9,5.0,-4.966666666666667,92.83333333333333,2.875,11.75,-8.583333333333334,36,37,17
2010,1,2,-4.0,-11.1,-7.6,3.0,11.0,-8.445833333333333,90.45833333333333,28.833333333333332,15.208333333333334,-13.25,28,47,24
2010,1,3,-4.2,-11.7,-8.0,5.4,9.0,-9.529166666666667,91.41666666666667,25.0,20.75,-15.791666666666666,39,56,22
2010,1,4,-5.4,-8.7,-7.1,0.2,13.0,-9.6375,83.5,25.833333333333332,20.666666666666668,-14.708333333333334,117,237,71
2010,1,5,-4.9,-8.6,-6.8,0.8,11.0,-8.795833333333333,88.54166666666667,25.208333333333332,18.25,-14.041666666666666,225,309,88
2010,1,6,-4.4,-6.2,-5.3,0.2,11.0,-7.55,84.125,26.833333333333332,21.791666666666668,-12.083333333333334,203,339,102
2010,1,7,-4.9,-7.5,-6.2,0.0,10.0,-9.4,78.16666666666667,26.833333333333332,20.333333333333332,-12.958333333333334,192,307,111
2010,1,8,-6.2,-12.7,-9.5,0.0,10.0,-11.133333333333333,74.875,30.083333333333332,11.708333333333334,-12.458333333333334,261,333,125
2010,1,9,-11.3,-16.8,-14.1,0.2,10.0,-19.404166666666665,62.25,28.125,15.583333333333334,-21.25,88,118,49
2010,1,10,-4.5,-17.6,-11.1,0.0,10.0,-15.983333333333334,71.70833333333333,23.916666666666668,11.166666666666666,-17.666666666666668,97,93,49
2010,1,11,-3.7,-6.4,-5.1,0.0,10.0,-8.416666666666666,76.04166666666667,25.541666666666668,15.583333333333334,-10.375,231,394,125
2010,1,12,-6.0,-14.3,-10.2,0.0,10.0,-15.208333333333334,63.916666666666664,31.0,14.583333333333334,-15.958333333333334,277,428,151
2010,1,13,-7.6,-15.2,-11.4,0.6,10.0,-14.320833333333333,77.0,19.25,8.875,-15.958333333333334,256,403,113
2010,1,14,0.1,-8.3,-4.1,0.2,11.0,-7.770833333333333,83.70833333333333,9.25,7.75,-8.958333333333334,271,413,161
2010,1,15,3.0,-1.1,1.0,0.2,11.0,-0.8416666666666667,86.45833333333333,23.375,11.916666666666666,-0.2916666666666667,301,456,174
2010,1,16,2.3,0.6,1.5,0.0,9.0,-1.6291666666666667,78.83333333333333,25.083333333333332,19.75,0.0,156,191,68
2010,1,17,0.9,-7.8,-3.5,0.0,8.0,-10.270833333333334,69.83333333333333,5.875,18.25,-11.791666666666666,133,171,62
2010,1,18,-2.0,-7.2,-4.6,0.0,8.0,-5.804166666666667,91.29166666666667,12.0,11.208333333333334,-9.041666666666666,277,463,152
2010,1,19,1.1,-2.1,-0.5,0.2,8.0,-1.3583333333333334,93.70833333333333,15.5,6.875,-2.2916666666666665,350,483,173
2010,1,20,0.7,-6.0,-2.7,0.3,8.0,-2.845833333333333,87.91666666666667,10.666666666666666,10.75,-4.375,272,479,177
2010,1,21,-3.8,-8.7,-6.3,0.0,8.0,-7.379166666666666,85.20833333333333,25.166666666666668,13.541666666666666,-10.291666666666666,318,518,197
2010,1,22,-1.7,-13.7,-7.7,0.2,8.0,-10.0875,75.58333333333333,9.625,8.5,-9.375,323,493,202
2010,1,23,-3.0,-14.9,-9.0,0.0,8.0,-14.154166666666667,65.04166666666667,14.333333333333334,5.541666666666667,-11.541666666666666,165,208,90
2010,1,24,2.9,-8.2,-2.7,2.7,8.0,-9.329166666666667,64.45833333333333,5.083333333333333,13.791666666666666,-7.958333333333333,146,199,75
2010,1,25,8.5,2.2,5.4,31.3,5.0,3.966666666666667,91.70833333333333,14.583333333333334,20.916666666666668,0.0,183,362,97
2010,1,26,2.2,0.5,1.4,0.6,2.0,-0.9541666666666666,85.29166666666667,23.833333333333332,22.0,0.0,303,517,186
2010,1,27,1.0,-4.0,-1.5,0.4,2.0,-5.354166666666667,74.79166666666667,24.583333333333332,20.291666666666668,-5.833333333333333,376,533,198
2010,1,28,-3.1,-13.8,-8.5,2.8,5.0,-7.091666666666666,87.75,24.0,19.416666666666668,-11.416666666666666,221,361,154
2010,1,29,-13.6,-19.9,-16.8,0.4,2.0,-22.03333333333333,65.95833333333333,27.791666666666668,35.625,-29.416666666666668,159,260,92
2010,1,30,-14.6,-21.2,-17.9,0.0,2.0,-23.229166666666668,63.125,25.916666666666668,16.75,-26.875,56,70,37
2010,1,31,-4.9,-16.0,-10.5,0.0,2.0,-14.083333333333334,73.91666666666667,24.833333333333332,12.0,-16.041666666666668,82,77,53
2010,2,1,-5.0,-14.3,-9.7,0.0,2.0,-14.916666666666666,66.16666666666667,27.75,24.083333333333332,-18.166666666666668,233,348,111
2010,2,2,-9.1,-14.5,-11.8,0.0,2.0,-18.741666666666667,58.708333333333336,8.958333333333334,8.125,-17.0,270,366,136
2010,2,3,-6.0,-14.7,-10.4,0.0,2.0,-13.495833333333332,75.375,12.833333333333334,9.583333333333334,-14.916666666666666,270,444,159
2010,2,4,-7.1,-13.7,-10.4,0.2,2.0,-15.983333333333334,60.041666666666664,27.458333333333332,19.291666666666668,-17.083333333333332,260,389,163
2010,2,5,-4.6,-14.5,-9.6,0.0,2.0,-15.279166666666667,59.791666666666664,23.291666666666668,13.0,-14.291666666666666,246,397,181
2010,2,6,-7.8,-15.5,-11.7,0.0,2.0,-16.808333333333334,67.04166666666667,24.083333333333332,6.625,-15.75,111,149,70
2010,2,7,-2.7,-12.9,-7.8,0.0,2.0,-12.762500000000001,69.375,28.375,20.333333333333332,-15.208333333333334,122,143,65
