Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Wind Chill,Berri1,Maisonneuve_2,Maisonneuve_3
2013,1,1,-1.2,-16.5,-8.9,0.2,32.0,-15.604166666666666,67.45833333333333,27.875,21.916666666666668,-18.791666666666668,0,0,0
2013,1,2,-13.8,-22.9,-18.4,0.6,31.0,-20.183333333333334,71.33333333333333,23.208333333333332,9.333333333333334,-21.958333333333332,69,0,0
2013,1,3,-12.9,-23.1,-18.0,0.8,31.0,-21.349999999999998,74.5,19.416666666666668,5.958333333333333,-22.5,69,6,0
2013,1,4,0.5,-15.1,-7.3,0.5,33.0,-8.304166666666667,80.08333333333333,23.0,19.5,-9.75,80,4,0
2013,1,5,0.6,-12.7,-6.1,0.0,30.0,-12.058333333333332,64.20833333333333,25.291666666666668,17.5,-10.958333333333334,52,3,0
2013,1,6,-6.9,-10.5,-8.7,5.0,30.0,-10.854166666666666,83.33333333333333,3.9583333333333335,12.833333333333334,-14.208333333333334,37,46,0
2013,1,7,-6.0,-13.6,-9.8,0.0,30.0,-15.095833333333333,70.66666666666667,10.208333333333334,11.375,-15.708333333333334,159,211,0
2013,1,8,1.8,-10.7,-4.5,0.0,29.0,-5.108333333333333,77.0,21.583333333333332,15.083333333333334,-4.291666666666667,327,393,0
2013,1,9,5.5,-6.2,-0.4,0.4,28.0,-3.8541666666666665,79.83333333333333,16.375,15.875,-3.625,332,446,0
2013,1,10,3.0,-2.5,0.3,0.0,25.0,-2.908333333333333,70.5,26.166666666666668,19.333333333333332,-0.16666666666666666,391,516,0
2013,1,11,2.9,-2.9,0.0,0.2,25.0,-4.175,73.83333333333333,10.583333333333334,10.208333333333334,-2.625,423,464,0
2013,1,12,5.3,1.5,3.4,0.4,23.0,1.3208333333333333,89.41666666666667,13.583333333333334,8.958333333333334,0.0,182,229,0
2013,1,13,5.6,1.9,3.8,4.4,18.0,2.5833333333333335,93.125,13.833333333333334,11.416666666666666,0.0,111,179,0
2013,1,14,6.2,-0.3,3.0,1.3,8.0,-0.7791666666666668,76.33333333333333,23.875,18.458333333333332,0.0,490,752,0
2013,1,15,0.0,-3.2,-1.6,0.0,7.0,-7.283333333333334,64.25,24.875,12.083333333333334,-5.208333333333333,581,771,0
2013,1,16,1.9,-3.4,-0.8,0.0,8.0,-5.216666666666667,74.58333333333333,17.125,10.666666666666666,-4.208333333333333,553,778,0
2013,1,17,1.7,-18.9,-8.6,0.8,7.0,-16.25,58.208333333333336,28.625,20.041666666666668,-15.458333333333334,326,463,0
2013,1,18,-7.0,-21.4,-14.2,0.0,7.0,-22.337500000000002,54.333333333333336,25.375,12.708333333333334,-21.291666666666668,281,366,0
2013,1,19,1.1,-7.5,-3.2,11.6,14.0,-4.929166666666666,90.75,12.375,15.333333333333334,-8.666666666666666,49,104,0
