Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Wind Chill,Berri1,Maisonneuve_2,Maisonneuve_3
2017,1,1,-2.5,-8.6,-5.6,2.3,15.0,-7.925,78.95833333333333,24.375,13.75,-9.25,38,38,12
2017,1,2,2.7,-9.1,-3.2,0.0,14.0,-6.033333333333334,83.08333333333333,9.666666666666666,8.0,-5.833333333333333,109,152,57
2017,1,3,0.7,-5.3,-2.3,9.8,13.0,-3.1374999999999997,92.91666666666667,3.5833333333333335,11.166666666666666,-5.791666666666667,141,216,74
2017,1,4,2.6,-5.3,-1.4,9.9,18.0,-2.0875,94.70833333333333,9.916666666666666,11.333333333333334,-2.625,233,284,80
2017,1,5,-4.9,-10.7,-7.8,0.3,18.0,-12.016666666666666,67.16666666666667,25.416666666666668,23.583333333333332,-14.333333333333334,265,306,97
2017,1,6,-7.3,-16.2,-11.8,0.0,18.0,-13.445833333333333,75.45833333333333,24.958333333333332,8.541666666666666,-14.125,306,325,87
2017,1,7,-10.1,-18.6,-14.4,0.2,17.0,-16.904166666666665,77.875,21.833333333333332,4.833333333333333,-15.666666666666666,96,149,35
2017,1,8,-10.8,-20.0,-15.4,0.0,18.0,-19.320833333333333,74.95833333333333,24.083333333333332,10.25,-21.541666666666668,113,117,59
2017,1,9,-7.0,-21.4,-14.2,0.0,18.0,-17.866666666666667,71.5,19.041666666666668,13.625,-20.416666666666668,362,386,113
2017,1,10,1.6,-8.4,-3.4,2.2,18.0,-9.066666666666666,71.45833333333333,14.208333333333334,26.0,-11.041666666666666,451,495,147
2017,1,11,5.9,1.5,3.7,3.0,13.0,-1.4208333333333334,69.75,19.5,28.125,0.0,458,556,147
2017,1,12,5.2,-0.7,2.3,8.8,9.0,2.125,90.70833333333333,19.5,16.458333333333332,0.0,440,504,140
