Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Precip (mm),Snow on Grnd (cm),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Wind Chill,Berri1,Maisonneuve_2,Maisonneuve_3
2014,1,1,-16.2,-24.2,-20.2,0.0,24.0,-23.8625,65.45833333333333,27.458333333333332,13.0,-26.625,9,28,3
2014,1,2,-22.2,-27.0,-24.6,0.4,23.0,-30.254166666666666,59.833333333333336,3.2083333333333335,19.666666666666668,-36.125,9,41,9
2014,1,3,-18.9,-24.2,-21.6,0.2,23.0,-28.308333333333334,56.916666666666664,16.708333333333332,15.5,-31.125,28,64,18
2014,1,4,-8.2,-23.7,-16.0,0.0,23.0,-19.591666666666665,71.95833333333333,9.041666666666666,13.25,-22.875,27,59,9
2014,1,5,0.6,-12.5,-6.0,6.6,24.0,-9.704166666666667,83.91666666666667,3.7083333333333335,10.125,-11.958333333333334,55,73,19
2014,1,6,6.7,-11.1,-2.2,13.4,21.0,-3.6166666666666667,80.875,19.833333333333332,27.416666666666668,-6.041666666666667,53,142,37
2014,1,7,-11.0,-16.4,-13.7,0.2,18.0,-19.825,61.75,25.875,30.25,-24.625,139,202,26
2014,1,8,-8.4,-14.3,-11.4,0.0,18.0,-15.895833333333334,57.208333333333336,22.5,18.041666666666668,-18.208333333333332,115,232,35
2014,1,9,-7.5,-11.9,-9.7,0.0,18.0,-14.458333333333334,63.625,22.458333333333332,12.791666666666666,-15.5,129,296,37
2014,1,10,-4.0,-13.3,-8.7,0.0,18.0,-10.966666666666667,78.75,7.708333333333333,8.125,-11.875,132,309,53
2014,1,11,7.7,-6.0,0.9,9.4,18.0,-0.9,92.70833333333333,7.375,12.291666666666666,-3.875,29,85,11
2014,1,12,5.3,0.8,3.1,0.0,14.0,-0.8958333333333334,76.95833333333333,25.208333333333332,26.833333333333332,0.0,101,122,21
2014,1,13,4.5,-1.6,1.5,0.0,14.0,-2.2875,72.29166666666667,16.416666666666668,16.416666666666668,-0.4166666666666667,328,564,121
2014,1,14,4.7,-0.9,1.9,4.7,13.0,1.9083333333333332,91.375,20.791666666666668,10.458333333333334,0.0,418,569,125
2014,1,15,2.3,-4.0,-0.9,0.0,12.0,-3.2624999999999997,80.125,19.583333333333332,10.25,-1.9583333333333333,468,622,118
2014,1,16,0.0,-5.1,-2.6,0.0,11.0,-6.358333333333333,69.45833333333333,19.458333333333332,7.041666666666667,-3.7916666666666665,509,687,122
2014,1,17,0.7,-4.1,-1.7,0.2,11.0,-4.2625,83.625,14.291666666666666,9.666666666666666,-5.125,433,589,110
2014,1,18,3.1,-6.4,-1.7,0.2,11.0,-4.216666666666667,80.375,16.166666666666668,6.958333333333333,-3.5,251,274,49
2014,1,19,-1.6,-6.4,-4.0,0.5,11.0,-5.554166666666667,84.91666666666667,23.125,20.5,-9.375,106,121,20
2014,1,20,-6.3,-20.7,-13.5,1.1,11.0,-18.779166666666665,61.833333333333336,29.666666666666668,18.208333333333332,-20.875,308,359,59
2014,1,21,-18.5,-24.0,-21.3,0.2,11.0,-27.116666666666664,59.375,28.791666666666668,9.041666666666666,-27.666666666666668,304,309,83
2014,1,22,-17.4,-25.5,-21.5,0.0,11.0,-26.545833333333334,62.916666666666664,25.666666666666668,9.166666666666666,-27.875,291,335,43
2014,1,23,-17.3,-22.7,-20.0,0.0,11.0,-25.583333333333332,62.5,24.708333333333332,14.041666666666666,-28.791666666666668,290,312,51
2014,1,24,-9.6,-23.3,-16.5,0.0,11.0,-23.162499999999998,62.916666666666664,20.833333333333332,17.458333333333332,-26.666666666666668,247,264,55
2014,1,25,-5.1,-15.2,-10.2,0.0,11.0,-11.633333333333333,75.125,16.333333333333332,28.916666666666668,-16.541666666666668,90,110,17
2014,1,26,-12.8,-21.4,-17.1,0.2,11.0,-23.579166666666666,59.625,22.083333333333332,18.875,-26.416666666666668,73,61,13
2014,1,27,-6.0,-17.1,-11.6,3.0,11.0,-16.454166666666666,74.5,15.958333333333334,20.875,-21.083333333333332,168,184,47
2014,1,28,-10.3,-19.4,-14.9,0.2,10.0,-20.708333333333332,60.041666666666664,23.708333333333332,19.791666666666668,-23.458333333333332,193,294,48
2014,1,29,-9.3,-13.6,-11.5,0.0,11.0,-17.404166666666665,62.0,21.708333333333332,21.958333333333332,-20.083333333333332,241,343,63
2014,1,30,-4.1,-12.3,-8.2,0.0,11.0,-14.125,61.333333333333336,18.458333333333332,16.5,-14.333333333333334,326,387,69
2014,1,31,1.4,-5.4,-2.0,0.0,10.0,-8.679166666666667,60.25,23.125,19.833333333333332,-6.375,346,383,72
2014,2,1,-1.0,-9.4,-5.2,9.9,10.0,-8.141666666666667,76.08333333333333,12.333333333333334,7.0,-7.458333333333333,135,151,20
2014,2,2,-1.1,-9.7,-5.4,3.6,20.0,-5.0,86.0,28.291666666666668,11.25,-6.833333333333333,68,89,25
2014,2,3,-5.2,-15.4,-10.3,0.2,20.0,-14.429166666666667,68.66666666666667,13.0,6.708333333333333,-13.208333333333334,107,423,95
2014,2,4,-6.0,-17.0,-11.5,0.0,19.0,-13.987499999999999,74.45833333333333,22.333333333333332,7.875,-14.083333333333334,351,406,67
2014,2,5,-7.6,-15.8,-11.7,2.9,19.0,-12.433333333333332,79.66666666666667,10.666666666666666,14.125,-14.833333333333334,249,353,60
2014,2,6,-9.0,-19.3,-14.2,0.0,18.0,-18.241666666666667,71.75,20.458333333333332,11.083333333333334,-20.291666666666668,233,353,74
2014,2,7,-7.3,-11.7,-9.5,0.0,19.0,-13.354166666666666,70.875,23.375,20.875,-16.416666666666668,225,307,71
2014,2,8,-5.5,-11.9,-8.7,0.0,10.0,-14.762500000000001,62.791666666666664,24.75,16.708333333333332,-15.791666666666666,101,103,14
2014,2,9,-5.3,-12.1,-8.7,0.6,10.0,-12.25,75.83333333333333,16.875,5.458333333333333,-11.583333333333334,80,91,17
2014,2,10,-6.8,-15.2,-11.0,0.2,11.0,-14.304166666666667,74.125,26.625,8.666666666666666,-14.625,270,377,71
2014,2,11,-11.1,-18.4,-14.8,0.0,11.0,-20.608333333333334,61.25,27.291666666666668,12.125,-20.75,305,405,87
