"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-04-26","2010","04","26","","17.8","","3.0","","10.4","","7.6","","0.0","","","M","","M","0.0","","","","4","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-04-27","2010","04","27","","7.5","","0.3","","3.9","","14.1","","0.0","","0.0","","","M","27.1","","","","2","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-04-28","2010","04","28","","13.3","","0.9","","7.1","","10.9","","0.0","","","M","","M","2.5","","","","1","","50",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-04-29","2010","04","29","","13.7","","4.9","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","27","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-04-30","2010","04","30","","19.6","","4.6","","12.1","","5.9","","0.0","","","M","","M","0.0","","","","26","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-01","2010","05","01","","19.2","","9.7","","14.5","","3.5","","0.0","","","M","","M","1.5","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-02","2010","05","02","","26.2","","10.4","","18.3","","0.0","","0.3","","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-03","2010","05","03","","23.4","","15.0","","19.2","","0.0","","1.2","","","M","","M","2.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-04","2010","05","04","","20.1","","9.5","","14.8","","3.2","","0.0","","","M","","M","0.2","","","","26","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-05","2010","05","05","","21.7","","9.1","","15.4","","2.6","","0.0","","","M","","M","0.2","","","","30","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-06","2010","05","06","","17.7","","7.5","","12.6","","5.4","","0.0","","","M","","M","6.5","","","","27","","83",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-07","2010","05","07","","13.4","","5.2","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","30","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-08","2010","05","08","","11.8","","3.5","","7.7","","10.3","","0.0","","","M","","M","11.0","","","","28","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-09","2010","05","09","","5.4","","1.3","","3.4","","14.6","","0.0","","","M","","M","2.1","","","","28","","56",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-10","2010","05","10","","11.3","","-0.4","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","29","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-11","2010","05","11","","16.5","","0.9","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","20","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-12","2010","05","12","","14.9","","5.1","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","2","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-13","2010","05","13","","17.6","","1.7","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","20","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-14","2010","05","14","","14.8","","10.3","","12.6","","5.4","","0.0","","","M","","M","5.5","","","","25","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-15","2010","05","15","","17.8","","9.8","","13.8","","4.2","","0.0","","","M","","M","2.2","","","","29","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-16","2010","05","16","","22.5","","6.5","","14.5","","3.5","","0.0","","","M","","M","0.0","","","","34","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-17","2010","05","17","","23.7","","6.1","","14.9","","3.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-18","2010","05","18","","26.1","","10.1","","18.1","","0.0","","0.1","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-19","2010","05","19","","21.4","","12.3","","16.9","","1.1","","0.0","","","M","","M","0.2","","","","12","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-20","2010","05","20","","26.0","","12.7","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","30","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-21","2010","05","21","","22.1","","10.3","","16.2","","1.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-22","2010","05","22","","27.5","","10.0","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","22","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-23","2010","05","23","","28.1","","14.8","","21.5","","0.0","","3.5","","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-24","2010","05","24","","29.4","","17.7","","23.6","","0.0","","5.6","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-25","2010","05","25","","32.3","","19.2","","25.8","","0.0","","7.8","","","M","","M","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-26","2010","05","26","","34.9","","18.8","","26.9","","0.0","","8.9","","","M","","M","0.0","","","","5","","61",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-27","2010","05","27","","26.3","","15.7","","21.0","","0.0","","3.0","","","M","","M","0.0","","","","4","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-28","2010","05","28","","26.1","","13.0","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-29","2010","05","29","","26.3","","15.6","","21.0","","0.0","","3.0","","","M","","M","0.0","","","","26","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-30","2010","05","30","","22.9","","13.1","","18.0","","0.0","","0.0","","","M","","M","0.0","","","","25","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-05-31","2010","05","31","","24.7","","12.6","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-01","2010","06","01","","21.7","","13.3","","17.5","","0.5","","0.0","","","M","","M","14.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-02","2010","06","02","","27.2","","16.5","","21.9","","0.0","","3.9","","","M","","M","1.4","","","","24","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-03","2010","06","03","","18.5","","15.4","","17.0","","1.0","","0.0","","","M","","M","17.9","","","","2","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-04","2010","06","04","","24.2","","15.1","","19.7","","0.0","","1.7","","","M","","M","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-05","2010","06","05","","22.3","","11.8","","17.1","","0.9","","0.0","","","M","","M","5.3","","","","33","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-06","2010","06","06","","12.5","","9.6","","11.1","","6.9","","0.0","","","M","","M","11.9","","","","35","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-07","2010","06","07","","19.3","","9.2","","14.3","","3.7","","0.0","","","M","","M","0.0","","","","31","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-08","2010","06","08","","19.8","","9.3","","14.6","","3.4","","0.0","","","M","","M","0.5","","","","33","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-09","2010","06","09","","22.3","","11.3","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","15","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-10","2010","06","10","","15.6","E","12.3","E","14.0","E","4.0","E","0.0","E","","M","","M","2.5","","","","","M","","M"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-11","2010","06","11","","21.2","","10.4","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-12","2010","06","12","","21.5","","13.9","","17.7","","0.3","","0.0","","","M","","M","0.0","","","","17","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-13","2010","06","13","","26.3","","13.4","","19.9","","0.0","","1.9","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-14","2010","06","14","","19.7","","12.8","","16.3","","1.7","","0.0","","","M","","M","2.8","","","","4","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-15","2010","06","15","","21.5","","11.6","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","23","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-16","2010","06","16","","20.8","","12.8","","16.8","","1.2","","0.0","","","M","","M","28.5","","","","14","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-17","2010","06","17","","26.7","","14.3","","20.5","","0.0","","2.5","","","M","","M","4.0","","","","35","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-18","2010","06","18","","28.3","","16.2","","22.3","","0.0","","4.3","","","M","","M","0.0","","","","28","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-19","2010","06","19","","29.6","","16.8","","23.2","","0.0","","5.2","","","M","","M","12.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-20","2010","06","20","","27.8","","18.9","","23.4","","0.0","","5.4","","","M","","M","0.0","","","","35","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-21","2010","06","21","","25.6","","14.6","","20.1","","0.0","","2.1","","","M","","M","0.0","","","","30","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-22","2010","06","22","","26.2","","13.8","","20.0","","0.0","","2.0","","","M","","M","0.0","","","","13","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-23","2010","06","23","","26.7","","18.9","","22.8","","0.0","","4.8","","","M","","M","6.5","","","","27","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-24","2010","06","24","","24.3","","15.8","","20.1","","0.0","","2.1","","","M","","M","13.8","","","","25","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-25","2010","06","25","","22.3","","12.3","","17.3","","0.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-26","2010","06","26","","20.7","","16.9","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","25","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-27","2010","06","27","","24.8","","16.9","","20.9","","0.0","","2.9","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-28","2010","06","28","","27.7","","17.5","","22.6","","0.0","","4.6","","","M","","M","20.0","","","","32","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-29","2010","06","29","","20.9","","14.2","","17.6","","0.4","","0.0","","","M","","M","0.8","","","","32","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-06-30","2010","06","30","","19.5","","12.4","","16.0","","2.0","","0.0","","","M","","M","0.6","","","","27","","57",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-01","2010","07","01","","20.3","","12.7","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","32","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-02","2010","07","02","","24.9","","12.4","","18.7","","0.0","","0.7","","","M","","M","0.2","","","","24","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-03","2010","07","03","","29.0","","16.1","","22.6","","0.0","","4.6","","","M","","M","0.0","","","","26","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-04","2010","07","04","","29.7","","19.4","","24.6","","0.0","","6.6","","","M","","M","0.0","","","","23","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-05","2010","07","05","","32.9","","20.7","","26.8","","0.0","","8.8","","","M","","M","0.2","","","","23","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-06","2010","07","06","","33.8","","24.6","","29.2","","0.0","","11.2","","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-07","2010","07","07","","33.8","","24.2","","29.0","","0.0","","11.0","","","M","","M","0.0","","","","24","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-08","2010","07","08","","34.4","","24.2","","29.3","","0.0","","11.3","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-09","2010","07","09","","30.6","","20.7","","25.7","","0.0","","7.7","","","M","","M","40.5","","","","21","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-10","2010","07","10","","28.2","","20.5","","24.4","","0.0","","6.4","","","M","","M","0.3","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-11","2010","07","11","","29.7","","19.5","","24.6","","0.0","","6.6","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-12","2010","07","12","","29.7","","20.0","","24.9","","0.0","","6.9","","","M","","M","0.6","","","","18","","61",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-13","2010","07","13","","27.6","","20.7","","24.2","","0.0","","6.2","","","M","","M","3.3","","","","16","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-14","2010","07","14","","28.7","","20.3","","24.5","","0.0","","6.5","","","M","","M","0.0","","","","2","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-15","2010","07","15","","30.3","","17.7","","24.0","","0.0","","6.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-16","2010","07","16","","28.2","","23.3","","25.8","","0.0","","7.8","","","M","","M","0.4","","","","31","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-17","2010","07","17","","29.2","","19.7","","24.5","","0.0","","6.5","","","M","","M","17.0","","","","28","","57",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-18","2010","07","18","","25.8","","19.9","","22.9","","0.0","","4.9","","","M","","M","0.0","","","","25","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-19","2010","07","19","","23.8","","18.4","","21.1","","0.0","","3.1","","","M","","M","15.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-20","2010","07","20","","27.1","","17.1","","22.1","","0.0","","4.1","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-21","2010","07","21","","27.1","","17.1","","22.1","","0.0","","4.1","","","M","","M","10.2","","","","32","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-22","2010","07","22","","27.3","","16.5","","21.9","","0.0","","3.9","","","M","","M","0.0","","","","31","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-23","2010","07","23","","26.7","","16.0","","21.4","","0.0","","3.4","","","M","","M","0.9","","","","15","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-24","2010","07","24","","27.4","","17.8","","22.6","","0.0","","4.6","","","M","","M","0.2","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-25","2010","07","25","","23.9","","17.4","","20.7","","0.0","","2.7","","","M","","M","0.0","","","","31","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-26","2010","07","26","","25.9","","11.3","","18.6","","0.0","","0.6","","","M","","M","0.0","","","","31","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-27","2010","07","27","","29.4","","16.7","","23.1","","0.0","","5.1","","","M","","M","0.0","","","","24","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-28","2010","07","28","","28.7","","18.9","","23.8","","0.0","","5.8","","","M","","M","0.2","","","","24","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-29","2010","07","29","","22.9","","14.4","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","32","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-30","2010","07","30","","20.1","","12.1","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","32","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-07-31","2010","07","31","","23.0","","10.0","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-01","2010","08","01","","26.5","","12.1","","19.3","","0.0","","1.3","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-02","2010","08","02","","28.2","","16.2","","22.2","","0.0","","4.2","","","M","","M","12.2","","","","29","","48",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-03","2010","08","03","","25.4","","19.7","","22.6","","0.0","","4.6","","","M","","M","42.8","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-04","2010","08","04","","28.9","","19.4","","24.2","","0.0","","6.2","","","M","","M","16.1","","","","25","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-05","2010","08","05","","29.5","","18.3","","23.9","","0.0","","5.9","","","M","","M","4.3","","","","30","","50",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-06","2010","08","06","","20.3","","11.5","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","28","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-07","2010","08","07","","21.3","","9.9","","15.6","","2.4","","0.0","","","M","","M","0.0","","","","29","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-08","2010","08","08","","23.7","","15.7","","19.7","","0.0","","1.7","","","M","","M","18.5","","","","18","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-09","2010","08","09","","26.6","","18.5","","22.6","","0.0","","4.6","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-10","2010","08","10","","28.9","","17.7","","23.3","","0.0","","5.3","","","M","","M","0.0","","","","3","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-11","2010","08","11","","26.4","","16.5","","21.5","","0.0","","3.5","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-12","2010","08","12","","25.4","","15.0","","20.2","","0.0","","2.2","","","M","","M","0.0","","","","5","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-13","2010","08","13","","26.4","","14.3","","20.4","","0.0","","2.4","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-14","2010","08","14","","27.6","","19.9","","23.8","","0.0","","5.8","","","M","","M","0.0","","","","16","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-15","2010","08","15","","25.8","","19.6","","22.7","","0.0","","4.7","","","M","","M","12.8","","","","17","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-16","2010","08","16","","28.7","","19.3","","24.0","","0.0","","6.0","","","M","","M","12.8","","","","26","","50",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-17","2010","08","17","","27.0","","18.3","","22.7","","0.0","","4.7","","","M","","M","0.0","","","","24","","52",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-18","2010","08","18","","23.3","","15.9","","19.6","","0.0","","1.6","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-19","2010","08","19","","26.6","","13.5","","20.1","","0.0","","2.1","","","M","","M","0.0","","","","24","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-20","2010","08","20","","22.4","","9.7","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-21","2010","08","21","","20.8","","13.1","","17.0","","1.0","","0.0","","","M","","M","0.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-22","2010","08","22","","19.1","","15.7","","17.4","","0.6","","0.0","","","M","","M","6.6","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-23","2010","08","23","","24.9","","16.4","","20.7","","0.0","","2.7","","","M","","M","0.0","","","","6","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-24","2010","08","24","","25.3","","15.0","","20.2","","0.0","","2.2","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-25","2010","08","25","","22.7","","17.1","","19.9","","0.0","","1.9","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-26","2010","08","26","","22.6","","13.0","","17.8","","0.2","","0.0","","","M","","M","0.5","","","","29","","44",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-27","2010","08","27","","21.9","","11.4","","16.7","","1.3","","0.0","","","M","","M","0.0","","","","23","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-28","2010","08","28","","26.5","","15.8","","21.2","","0.0","","3.2","","","M","","M","0.0","","","","25","","41",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-29","2010","08","29","","29.9","","19.0","","24.5","","0.0","","6.5","","","M","","M","0.0","","","","26","","37",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-30","2010","08","30","","30.8","","17.8","","24.3","","0.0","","6.3","","","M","","M","0.0","","","","27","","33",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-08-31","2010","08","31","","32.1","","22.0","","27.1","","0.0","","9.1","","","M","","M","0.0","","","","26","","32",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-09-01","2010","09","01","","32.3","","22.7","","27.5","","0.0","","9.5","","","M","","M","0.0","","","","25","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-09-02","2010","09","02","","28.1","","22.9","","25.5","","0.0","","7.5","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2010-09-03","2010","09","03","","33.6","","20.4","","27.0","","0.0","","9.0","","","M","","M","","M","","","","","<31",""
