"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-01","2009","01","01","","-14.7","","-19.9","","-17.3","","35.3","","0.0","","","M","","M","0.0","","","","29","","35",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-02","2009","01","02","","-11.3","","-16.2","","-13.8","","31.8","","0.0","","","M","","M","1.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-03","2009","01","03","","-8.1","","-13.0","","-10.6","","28.6","","0.0","","","M","","M","0.0","","","","29","","54",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-04","2009","01","04","","-8.3","","-13.8","","-11.1","","29.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-05","2009","01","05","","-1.9","","-9.2","","-5.6","","23.6","","0.0","","","M","","M","0.0","","","","29","","50",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-06","2009","01","06","","-3.6","","-10.2","","-6.9","","24.9","","0.0","","","M","","M","","M","","","","","<31",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-07","2009","01","07","","-7.4","","-10.1","","-8.8","","26.8","","0.0","","","M","","M","17.6","","","","4","","46",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-08","2009","01","08","","-7.5","","-13.2","","-10.4","","28.4","","0.0","","","M","","M","1.1","","","","28","","43",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-09","2009","01","09","","-10.9","","-16.9","","-13.9","","31.9","","0.0","","","M","","M","0.2","","","","30","","39",""
"-73.74","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2009-01-10","2009","01","10","","-12.3","","-21.0","","-16.7","","34.7","","0.0","","","M","","M","1.0","","","","","","<31",""
