b_knn_trn,b_knn_pred_test,b_ann_trn,b_ann_pred_test,m1_knn_trn,m1_knn_pred_test,m1_ann_trn,m1_ann_pred_test,m2_knn_trn,m2_knn_pred_test,m2_ann_trn,m2_ann_pred_test
1.0,0.36727272727272725,43.92220421393841,38.46153846153847,1.0,0.3563636363636364,43.31442463533225,37.24696356275304,1.0,0.37454545454545457,40.15397082658023,39.67611336032389
